No. de clase,Fecha de inicio del módulo,salon,Fecha de fin del módulo,Hora de inicio,Hora de fin,Lu,Ma,Mi,Ju,Vi,Sa
1218,21/01/2023,NR 03,28/01/2023,11:00:00,14:00:00,N,N,N,N,N,Y
1218,03/03/2023,NR 03,03/03/2023,11:00:00,14:00:00,N,N,N,N,Y,N
1218,25/03/2023,NR 03,01/04/2023,11:00:00,14:00:00,N,N,N,N,N,Y
1218,11/02/2023,NR 03,25/02/2023,11:00:00,14:00:00,N,N,N,N,N,Y
1217,10/02/2023,NR 02,10/02/2023,19:00:00,22:00:00,N,N,N,N,Y,N
1217,04/03/2023,NR 02,11/03/2023,11:00:00,14:00:00,N,N,N,N,N,Y
1217,03/03/2023,NR 02,03/03/2023,19:00:00,22:00:00,N,N,N,N,Y,N
1217,11/02/2023,NR 02,25/02/2023,11:00:00,14:00:00,N,N,N,N,N,Y
1217,25/03/2023,NR 02,01/04/2023,11:00:00,14:00:00,N,N,N,N,N,Y
1217,21/01/2023,NR 02,28/01/2023,11:00:00,14:00:00,N,N,N,N,N,Y
1291,25/03/2023,R 07,01/07/2023,9:00:00,12:00:00,N,N,N,N,N,Y
1288,21/03/2023,R 09,27/06/2023,19:00:00,22:00:00,N,Y,N,N,N,N
1288,21/03/2023,R 09,27/06/2023,19:00:00,22:00:00,N,Y,N,N,N,N
1293,23/03/2023,R 01,06/07/2023,19:00:00,22:00:00,N,N,N,Y,N,N
1293,23/03/2023,R 01,06/07/2023,19:00:00,22:00:00,N,N,N,Y,N,N
1176,12/01/2023,R 09,11/05/2023,19:00:00,22:00:00,N,N,N,Y,N,N
1177,12/01/2023,R 16,11/05/2023,19:00:00,22:00:00,N,N,N,Y,N,N
1178,12/01/2023,R 04,11/05/2023,19:00:00,22:00:00,N,N,N,Y,N,N
1518,13/01/2023,JEREZ 04,27/01/2023,18:00:00,22:00:00,N,N,N,N,Y,N
1518,13/01/2023,JEREZ 04,27/01/2023,10:00:00,14:00:00,N,N,N,N,N,Y
1334,27/05/2023,R 03,10/06/2023,10:00:00,14:00:00,N,N,N,N,N,Y
1334,26/05/2023,R 03,09/06/2023,18:00:00,22:00:00,N,N,N,N,Y,N
1332,13/05/2023,AULA MAGNA,20/05/2023,10:00:00,14:00:00,N,N,N,N,N,Y
1332,12/05/2023,R 03,19/05/2023,18:00:00,22:00:00,N,N,N,N,Y,N
1332,22/05/2023,,22/05/2023,9:00:00,17:00:00,Y,N,N,N,N,N
1330,15/04/2023,AULA MAGNA,29/04/2023,10:00:00,14:00:00,N,N,N,N,N,Y
1330,14/04/2023,R 03,28/04/2023,18:00:00,22:00:00,N,N,N,N,Y,N
1284,25/03/2023,AULA MAGNA,01/04/2023,10:00:00,14:00:00,N,N,N,N,N,Y
1284,24/03/2023,R 03,01/04/2023,18:00:00,22:00:00,N,N,N,N,Y,N
1284,03/04/2023,,03/04/2023,9:00:00,11:00:00,Y,N,N,N,N,N
1278,03/03/2023,AULA MAGNA,18/03/2023,10:00:00,14:00:00,N,N,N,N,N,Y
1278,03/03/2023,R 03,18/03/2023,18:00:00,22:00:00,N,N,N,N,Y,N
11933,06/03/2023,R 24,20/03/2023,16:00:00,20:00:00,N,Y,N,N,N,N
11933,06/03/2023,R 25,21/03/2023,16:00:00,20:00:00,Y,N,N,N,N,N
11946,17/04/2023,,02/05/2023,16:00:00,20:00:00,Y,N,N,N,N,N
11946,17/04/2023,,02/05/2023,16:00:00,20:00:00,N,Y,N,N,N,N
11930,24/01/2023,R 24,13/02/2023,16:00:00,20:00:00,N,Y,N,N,N,N
11930,24/01/2023,R 25,13/02/2023,16:00:00,20:00:00,Y,N,N,N,N,N
11931,14/02/2023,R 24,28/02/2023,16:00:00,20:00:00,N,Y,N,N,N,N
11931,14/02/2023,R 25,28/02/2023,16:00:00,20:00:00,Y,N,N,N,N,N
11940,21/03/2023,R 24,18/04/2023,16:00:00,20:00:00,N,Y,N,N,N,N
11940,21/03/2023,R 25,18/04/2023,16:00:00,20:00:00,Y,N,N,N,N,N
11928,09/01/2023,R 24,23/01/2023,16:00:00,20:00:00,N,Y,N,N,N,N
11928,09/01/2023,R 25,23/01/2023,16:00:00,20:00:00,Y,N,N,N,N,N
11953,09/03/2023,R 25,17/03/2023,16:00:00,20:00:00,N,N,Y,Y,Y,N
11954,22/03/2023,R 25,30/03/2023,16:00:00,20:00:00,N,N,Y,Y,Y,N
11951,15/02/2023,R 25,23/02/2023,16:00:00,20:00:00,N,N,Y,Y,Y,N
11952,24/02/2023,R 25,08/03/2023,16:00:00,20:00:00,N,N,Y,Y,Y,N
11956,29/05/2023,R 25,13/06/2023,16:00:00,20:00:00,Y,Y,N,N,N,N
11955,08/05/2023,R 24,23/05/2023,16:00:00,20:00:00,N,Y,N,N,N,N
11955,08/05/2023,R 25,23/05/2023,16:00:00,20:00:00,Y,N,N,N,N,N
10733,23/01/2023,,28/01/2023,9:00:00,14:00:00,Y,Y,Y,Y,Y,Y
10654,24/02/2023,,26/03/2023,16:00:00,21:00:00,N,N,N,N,Y,N
10654,03/03/2023,,03/03/2023,16:00:00,21:00:00,N,N,N,N,Y,N
10654,25/02/2023,,25/02/2023,9:00:00,14:00:00,N,N,N,N,N,Y
10654,24/02/2023,,24/02/2023,16:00:00,21:00:00,N,N,N,N,Y,N
10654,04/03/2023,,04/03/2023,9:00:00,14:00:00,N,N,N,N,N,Y
10654,22/04/2023,,22/04/2023,16:00:00,19:00:00,N,N,N,N,N,Y
10654,24/02/2023,,26/03/2023,16:00:00,21:00:00,N,N,N,N,Y,N
10654,13/05/2023,,13/05/2023,9:00:00,10:00:00,N,N,N,N,N,Y
10653,13/01/2023,SF_6-4,13/01/2023,16:00:00,21:00:00,N,N,N,N,Y,N
10653,14/01/2023,SF_6-4,14/01/2023,9:00:00,14:00:00,N,N,N,N,N,Y
10653,11/02/2023,SF_6-4,17/02/2023,9:00:00,14:00:00,N,N,N,N,N,Y
10653,10/02/2023,SF_6-4,10/02/2023,16:00:00,21:00:00,N,N,N,N,Y,N
10653,04/02/2023,SF_6-4,04/02/2023,9:00:00,14:00:00,N,N,N,N,N,Y
10653,03/02/2023,SF_6-4,03/02/2023,16:00:00,21:00:00,N,N,N,N,Y,N
2688,09/03/2023,SF_6-3,09/03/2023,20:00:00,22:00:00,N,N,N,Y,N,N
2688,20/04/2023,SF_6-3,20/04/2023,18:00:00,20:00:00,N,N,N,Y,N,N
2688,16/03/2023,SF_6-3,16/03/2023,18:00:00,20:00:00,N,N,N,Y,N,N
2688,08/05/2023,SF_6-4,08/05/2023,18:00:00,20:00:00,Y,N,N,N,N,N
2688,16/02/2023,SF_6-4,16/02/2023,18:00:00,20:00:00,N,N,N,Y,N,N
2688,25/05/2023,SF_6-4,25/05/2023,18:00:00,20:00:00,N,N,N,Y,N,N
2688,27/04/2023,SF_6-4,27/04/2023,20:00:00,22:00:00,N,N,N,Y,N,N
2688,02/03/2023,,02/03/2023,20:00:00,22:00:00,N,N,N,Y,N,N
2688,09/03/2023,SF_6-3,09/03/2023,20:00:00,22:00:00,N,N,N,Y,N,N
2688,20/04/2023,SF_6-3,20/04/2023,18:00:00,20:00:00,N,N,N,Y,N,N
2688,16/03/2023,SF_6-3,16/03/2023,18:00:00,20:00:00,N,N,N,Y,N,N
2688,25/05/2023,SF_6-4,25/05/2023,18:00:00,20:00:00,N,N,N,Y,N,N
2688,27/04/2023,SF_6-4,27/04/2023,20:00:00,22:00:00,N,N,N,Y,N,N
2688,08/05/2023,SF_6-4,08/05/2023,18:00:00,20:00:00,Y,N,N,N,N,N
2688,16/02/2023,SF_6-4,16/02/2023,18:00:00,20:00:00,N,N,N,Y,N,N
2688,02/03/2023,,02/03/2023,20:00:00,22:00:00,N,N,N,Y,N,N
1007,05/01/2023,SF_6-4,05/01/2023,20:00:00,22:00:00,N,N,N,Y,N,N
1015,18/05/2023,SF_6-4,18/05/2023,16:00:00,18:00:00,N,N,N,Y,N,N
1015,11/05/2023,SF_6-4,11/05/2023,18:00:00,20:00:00,N,N,N,Y,N,N
1015,25/05/2023,SF_6-4,25/05/2023,16:00:00,18:00:00,N,N,N,Y,N,N
1015,08/05/2023,SF_6-4,08/05/2023,16:00:00,18:00:00,Y,N,N,N,N,N
1015,01/06/2023,SF_6-4,01/06/2023,16:00:00,18:00:00,N,N,N,Y,N,N
1015,04/05/2023,SF_6-4,04/05/2023,18:00:00,20:00:00,N,N,N,Y,N,N
1008,12/01/2023,SF_6-4,12/01/2023,18:00:00,20:00:00,N,N,N,Y,N,N
1008,05/01/2023,SF_6-4,05/01/2023,18:00:00,20:00:00,N,N,N,Y,N,N
1008,09/01/2023,SF_6-4,09/01/2023,20:00:00,22:00:00,Y,N,N,N,N,N
1008,19/01/2023,SF_6-4,19/01/2023,18:00:00,20:00:00,N,N,N,Y,N,N
1002,05/01/2023,SF_6-4,05/01/2023,16:00:00,18:00:00,N,N,N,Y,N,N
1002,09/01/2023,SF_6-4,09/01/2023,16:00:00,18:00:00,Y,N,N,N,N,N
1016,08/05/2023,SF_6-3,08/05/2023,20:00:00,22:00:00,Y,N,N,N,N,N
1016,18/05/2023,SF_6-4,18/05/2023,18:00:00,20:00:00,N,N,N,Y,N,N
1016,04/05/2023,SF_6-4,04/05/2023,16:00:00,18:00:00,N,N,N,Y,N,N
1016,01/06/2023,SF_6-4,01/06/2023,18:00:00,20:00:00,N,N,N,Y,N,N
2816,11/05/2023,SF_6-4,01/06/2023,20:00:00,22:00:00,N,N,N,Y,N,N
2816,04/05/2023,SF_6-4,04/05/2023,20:00:00,22:00:00,N,N,N,Y,N,N
2817,27/04/2023,SF_6-4,27/04/2023,16:00:00,18:00:00,N,N,N,Y,N,N
2817,09/03/2023,SF_6-4,09/03/2023,16:00:00,18:00:00,N,N,N,Y,N,N
2817,02/02/2023,SF_6-4,02/02/2023,16:00:00,18:00:00,N,N,N,Y,N,N
2817,11/05/2023,SF_6-4,11/05/2023,16:00:00,18:00:00,N,N,N,Y,N,N
2817,12/01/2023,SF_6-4,12/01/2023,16:00:00,18:00:00,N,N,N,Y,N,N
1010,02/02/2023,SF_6-3,02/02/2023,18:00:00,20:00:00,N,N,N,Y,N,N
1010,09/02/2023,SF_6-3,09/02/2023,18:00:00,20:00:00,N,N,N,Y,N,N
1010,02/03/2023,SF_6-4,02/03/2023,18:00:00,20:00:00,N,N,N,Y,N,N
1010,13/04/2023,SF_6-4,13/04/2023,18:00:00,20:00:00,N,N,N,Y,N,N
1010,30/03/2023,SF_6-4,30/03/2023,18:00:00,20:00:00,N,N,N,Y,N,N
1010,06/03/2023,SF_6-4,06/03/2023,18:00:00,20:00:00,Y,N,N,N,N,N
1010,23/03/2023,SF_6-4,23/03/2023,18:00:00,20:00:00,N,N,N,Y,N,N
1010,27/04/2023,SF_6-4,27/04/2023,18:00:00,20:00:00,N,N,N,Y,N,N
1010,06/02/2023,SF_6-4,06/02/2023,18:00:00,20:00:00,Y,N,N,N,N,N
1010,09/03/2023,SF_6-4,09/03/2023,18:00:00,20:00:00,N,N,N,Y,N,N
2815,02/02/2023,SF_6-4,02/02/2023,20:00:00,22:00:00,N,N,N,Y,N,N
2815,06/03/2023,SF_6-4,06/03/2023,20:00:00,22:00:00,Y,N,N,N,N,N
2815,20/04/2023,SF_6-4,20/04/2023,20:00:00,22:00:00,N,N,N,Y,N,N
2815,09/02/2023,SF_6-4,16/02/2023,20:00:00,22:00:00,N,N,N,Y,N,N
2815,13/04/2023,SF_6-4,13/04/2023,20:00:00,22:00:00,N,N,N,Y,N,N
2815,06/02/2023,SF_6-4,06/02/2023,20:00:00,22:00:00,Y,N,N,N,N,N
2815,16/03/2023,SF_6-4,30/03/2023,20:00:00,22:00:00,N,N,N,Y,N,N
2815,06/02/2023,SF_6-4,06/02/2023,20:00:00,22:00:00,Y,N,N,N,N,N
2815,16/03/2023,SF_6-4,30/03/2023,20:00:00,22:00:00,N,N,N,Y,N,N
2815,20/04/2023,SF_6-4,20/04/2023,20:00:00,22:00:00,N,N,N,Y,N,N
2815,02/02/2023,SF_6-4,02/02/2023,20:00:00,22:00:00,N,N,N,Y,N,N
2815,06/03/2023,SF_6-4,06/03/2023,20:00:00,22:00:00,Y,N,N,N,N,N
2815,09/02/2023,SF_6-4,16/02/2023,20:00:00,22:00:00,N,N,N,Y,N,N
2815,13/04/2023,SF_6-4,13/04/2023,20:00:00,22:00:00,N,N,N,Y,N,N
1006,09/01/2023,SF_6-4,09/01/2023,18:00:00,20:00:00,Y,N,N,N,N,N
1006,19/01/2023,SF_6-4,19/01/2023,16:00:00,18:00:00,N,N,N,Y,N,N
1006,12/01/2023,SF_6-4,12/01/2023,20:00:00,22:00:00,N,N,N,Y,N,N
1012,23/03/2023,SF_6-4,23/03/2023,16:00:00,18:00:00,N,N,N,Y,N,N
1012,06/02/2023,SF_6-4,06/02/2023,16:00:00,18:00:00,Y,N,N,N,N,N
1012,30/03/2023,SF_6-4,30/03/2023,16:00:00,18:00:00,N,N,N,Y,N,N
1012,16/02/2023,SF_6-4,16/02/2023,16:00:00,18:00:00,N,N,N,Y,N,N
1012,13/04/2023,SF_6-4,13/04/2023,16:00:00,18:00:00,N,N,N,Y,N,N
1012,02/03/2023,SF_6-4,02/03/2023,16:00:00,18:00:00,N,N,N,Y,N,N
1012,16/03/2023,SF_6-4,16/03/2023,16:00:00,18:00:00,N,N,N,Y,N,N
1012,20/04/2023,SF_6-4,20/04/2023,16:00:00,18:00:00,N,N,N,Y,N,N
1012,09/02/2023,SF_6-4,09/02/2023,16:00:00,18:00:00,N,N,N,Y,N,N
1012,06/03/2023,SF_6-4,06/03/2023,16:00:00,18:00:00,Y,N,N,N,N,N
1357,14/02/2023,D 11,02/05/2023,17:30:00,19:30:00,N,Y,N,N,N,N
1358,10/01/2023,D 11,07/02/2023,17:30:00,19:30:00,N,Y,N,N,N,N
1358,10/01/2023,D 11,07/02/2023,19:30:00,21:30:00,N,Y,N,N,N,N
1359,09/05/2023,D 11,06/06/2023,19:30:00,21:30:00,N,Y,N,N,N,N
1359,09/05/2023,D 11,06/06/2023,17:30:00,19:30:00,N,Y,N,N,N,N
1359,09/05/2023,,09/06/2023,11:00:00,13:30:00,Y,Y,Y,Y,Y,N
1598,30/03/2023,NR 01,01/06/2023,19:00:00,22:00:00,N,N,N,Y,N,N
1506,19/01/2023,NR 01,09/03/2023,19:00:00,22:00:00,N,N,N,Y,N,N
1536,25/03/2023,C 01,20/05/2023,11:00:00,14:00:00,N,N,N,N,N,Y
1417,14/01/2023,C 02,04/03/2023,8:00:00,11:00:00,N,N,N,N,N,Y
1476,17/04/2023,NR 01,12/06/2023,19:00:00,22:00:00,Y,N,N,N,N,N
1493,19/01/2023,NR 02,09/03/2023,19:00:00,22:00:00,N,N,N,Y,N,N
1591,30/03/2023,NR 02,01/06/2023,19:00:00,22:00:00,N,N,N,Y,N,N
1858,17/04/2023,,12/06/2023,19:00:00,22:00:00,Y,N,N,N,N,N
1516,19/01/2023,P 03,09/03/2023,19:00:00,22:00:00,N,N,N,Y,N,N
1611,30/03/2023,P 03,01/06/2023,19:00:00,22:00:00,N,N,N,Y,N,N
1424,14/01/2023,C 01,04/03/2023,8:00:00,11:00:00,N,N,N,N,N,Y
1774,17/01/2023,R 33,07/03/2023,19:00:00,22:00:00,N,Y,N,N,N,N
1799,25/03/2023,,20/05/2023,11:00:00,14:00:00,N,N,N,N,N,Y
1802,17/04/2023,R 33,12/06/2023,19:00:00,22:00:00,Y,N,N,N,N,N
1859,30/03/2023,,01/06/2023,19:00:00,22:00:00,N,N,N,Y,N,N
1796,29/03/2023,R 33,07/06/2023,19:00:00,22:00:00,N,N,Y,N,N,N
1798,19/01/2023,R 33,23/02/2023,19:00:00,22:00:00,N,N,N,Y,N,N
1798,20/04/2023,R 33,01/06/2023,19:00:00,22:00:00,N,N,N,Y,N,N
1798,23/03/2023,R 33,30/03/2023,19:00:00,22:00:00,N,N,N,Y,N,N
1801,20/01/2023,,24/02/2023,19:00:00,22:00:00,N,N,N,N,Y,N
1801,24/03/2023,,31/03/2023,19:00:00,22:00:00,N,N,N,N,Y,N
1801,21/04/2023,,02/06/2023,19:00:00,22:00:00,N,N,N,N,Y,N
1855,18/04/2023,,30/05/2023,19:00:00,22:00:00,N,Y,N,N,N,N
1855,17/01/2023,,21/02/2023,19:00:00,22:00:00,N,Y,N,N,N,N
1855,21/03/2023,,28/03/2023,19:00:00,22:00:00,N,Y,N,N,N,N
1856,18/01/2023,,22/02/2023,19:00:00,22:00:00,N,N,Y,N,N,N
1856,22/03/2023,,29/03/2023,19:00:00,22:00:00,N,N,Y,N,N,N
1856,19/04/2023,,31/05/2023,19:00:00,22:00:00,N,N,Y,N,N,N
1803,14/03/2023,,14/03/2023,19:00:00,22:00:00,N,Y,N,N,N,N
1803,17/02/2023,,27/03/2023,19:00:00,22:00:00,Y,N,N,N,N,N
1797,21/03/2023,BUSNS_LAB,21/03/2023,19:00:00,22:00:00,N,Y,N,N,N,N
1797,17/01/2023,BUSNS_LAB,27/03/2023,19:00:00,22:00:00,Y,N,N,N,N,N
1857,19/01/2023,,23/03/2023,19:00:00,22:00:00,N,N,N,Y,N,N
1800,28/03/2023,R 34,13/06/2023,19:00:00,22:00:00,N,Y,N,N,N,N
1795,16/03/2023,BUSNS_LAB,01/06/2023,19:00:00,22:00:00,N,N,N,Y,N,N
1775,18/01/2023,R 33,22/03/2023,19:00:00,22:00:00,N,N,Y,N,N,N
1689,21/03/2023,R 33,21/03/2023,19:00:00,22:00:00,N,Y,N,N,N,N
1689,17/01/2023,R 33,27/03/2023,19:00:00,22:00:00,Y,N,N,N,N,N
1794,28/03/2023,BUSNS_LAB,13/06/2023,19:00:00,22:00:00,N,Y,N,N,N,N
1455,04/01/2023,R 44,11/01/2023,19:00:00,22:00:00,Y,N,Y,N,N,N
6653,29/04/2023,NR 09,27/05/2023,8:00:00,14:00:00,N,N,N,N,N,Y
6652,18/02/2023,,22/04/2023,8:00:00,14:00:00,N,N,N,N,N,Y
1388,29/05/2023,NR 06,05/07/2023,19:00:00,22:00:00,Y,N,Y,N,N,N
6651,07/01/2023,,11/02/2023,8:00:00,14:00:00,N,N,N,N,N,Y
1448,16/01/2023,R 44,25/01/2023,19:00:00,22:00:00,Y,N,Y,N,N,N
1386,03/05/2023,NR 09,08/05/2023,19:00:00,22:00:00,Y,N,Y,N,N,N
1386,15/05/2023,NR 09,24/05/2023,19:00:00,22:00:00,Y,N,Y,N,N,N
1384,17/04/2023,NR 09,26/04/2023,19:00:00,22:00:00,Y,N,Y,N,N,N
1384,27/03/2023,NR 09,29/03/2023,19:00:00,22:00:00,Y,N,Y,N,N,N
1384,17/04/2023,NR 09,26/04/2023,19:00:00,22:00:00,Y,N,Y,N,N,N
1384,27/03/2023,NR 09,29/03/2023,19:00:00,22:00:00,Y,N,Y,N,N,N
1235,04/01/2023,,25/01/2023,19:00:00,22:00:00,Y,N,Y,N,N,N
1378,17/05/2023,NR 07,26/06/2023,19:00:00,22:00:00,Y,N,Y,N,N,N
1374,29/03/2023,NR 08,29/03/2023,19:00:00,22:00:00,N,N,Y,N,N,N
1374,17/04/2023,,26/04/2023,19:00:00,22:00:00,Y,N,Y,N,N,N
1374,03/05/2023,,08/05/2023,19:00:00,22:00:00,Y,N,Y,N,N,N
1374,15/05/2023,,15/05/2023,19:00:00,22:00:00,Y,N,N,N,N,N
1599,30/03/2023,NR 01,01/06/2023,19:00:00,22:00:00,N,N,N,Y,N,N
1455,17/01/2023,NR 01,07/03/2023,19:00:00,22:00:00,N,Y,N,N,N,N
1625,31/03/2023,,02/06/2023,19:00:00,22:00:00,N,N,N,N,Y,N
1495,19/01/2023,NR 02,09/03/2023,19:00:00,22:00:00,N,N,N,Y,N,N
1593,30/03/2023,NR 02,01/06/2023,19:00:00,22:00:00,N,N,N,Y,N,N
1511,19/01/2023,P 03,09/03/2023,19:00:00,22:00:00,N,N,N,Y,N,N
1606,30/03/2023,P 03,01/06/2023,19:00:00,22:00:00,N,N,N,Y,N,N
1419,14/01/2023,C 01,04/03/2023,8:00:00,11:00:00,N,N,N,N,N,Y
1402,14/01/2023,V_LAB_COM1,04/03/2023,NULL,NULL,N,N,N,N,N,N
1461,17/04/2023,V_LAB_COM1,12/06/2023,19:00:00,22:00:00,Y,N,N,N,N,N
1531,25/03/2023,V_LAB_COM1,20/05/2023,11:00:00,14:00:00,N,N,N,N,N,Y
1443,17/01/2023,V_LAB_COM2,07/03/2023,19:00:00,22:00:00,N,Y,N,N,N,N
1467,17/04/2023,V_LAB_COM2,12/06/2023,19:00:00,22:00:00,Y,N,N,N,N,N
1449,17/01/2023,V_LAB_COM1,07/03/2023,19:00:00,22:00:00,N,Y,N,N,N,N
1501,19/01/2023,NR 01,09/03/2023,19:00:00,22:00:00,N,N,N,Y,N,N
1538,25/03/2023,C 01,20/05/2023,11:00:00,14:00:00,N,N,N,N,N,Y
1412,14/01/2023,C 02,04/03/2023,8:00:00,11:00:00,N,N,N,N,N,Y
1473,17/04/2023,NR 01,12/06/2023,19:00:00,22:00:00,Y,N,N,N,N,N
1587,29/03/2023,NR 02,07/06/2023,19:00:00,22:00:00,N,N,Y,N,N,N
1566,28/03/2023,NR 01,13/06/2023,19:00:00,22:00:00,N,Y,N,N,N,N
1436,21/03/2023,NR 01,27/03/2023,19:00:00,22:00:00,N,Y,N,N,N,N
1436,16/01/2023,NR 01,27/03/2023,19:00:00,22:00:00,Y,N,N,N,N,N
1479,18/01/2023,NR 02,22/03/2023,19:00:00,22:00:00,N,N,Y,N,N,N
10439,14/03/2023,SF_6-1,14/03/2023,19:00:00,22:00:00,N,Y,N,N,N,N
10439,18/04/2023,SF_6-1,27/04/2023,19:00:00,22:00:00,N,Y,N,Y,N,N
10439,17/03/2023,SF_6-1,30/03/2023,19:00:00,22:00:00,N,Y,N,Y,N,N
10439,16/03/2023,SF_6-1,16/03/2023,19:00:00,22:00:00,N,N,N,Y,N,N
10439,16/03/2023,SF_6-1,16/03/2023,19:00:00,22:00:00,N,N,N,Y,N,N
10438,21/02/2023,,02/03/2023,19:00:00,22:00:00,N,Y,N,Y,N,N
10438,21/02/2023,,02/03/2023,19:00:00,22:00:00,N,Y,N,Y,N,N
10433,14/02/2023,,16/02/2023,19:00:00,22:00:00,N,Y,N,Y,N,N
10950,16/05/2023,SF_6-1,06/06/2023,19:00:00,22:00:00,N,Y,N,Y,N,N
10950,16/05/2023,SF_6-1,06/06/2023,19:00:00,22:00:00,N,Y,N,Y,N,N
10949,21/03/2023,SF_6-1,30/03/2023,19:00:00,22:00:00,N,Y,N,Y,N,N
10949,02/05/2023,SF_6-1,11/05/2023,19:00:00,22:00:00,N,Y,N,Y,N,N
10949,18/04/2023,SF_6-1,27/04/2023,19:00:00,22:00:00,N,Y,N,Y,N,N
10949,21/03/2023,,11/05/2023,NULL,NULL,N,N,N,N,N,N
10418,10/01/2023,SF_6-1,09/02/2023,19:00:00,22:00:00,N,Y,N,Y,N,N
10949,21/03/2023,SF_6-1,30/03/2023,19:00:00,22:00:00,N,Y,N,Y,N,N
10949,02/05/2023,SF_6-1,11/05/2023,19:00:00,22:00:00,N,Y,N,Y,N,N
10949,18/04/2023,SF_6-1,27/04/2023,19:00:00,22:00:00,N,Y,N,Y,N,N
10949,21/03/2023,,11/05/2023,NULL,NULL,N,N,N,N,N,N
10949,04/05/2023,SF_6-1,04/05/2023,19:00:00,22:00:00,N,N,N,Y,N,N
10418,07/03/2023,,09/03/2023,19:00:00,22:00:00,N,Y,N,Y,N,N
10947,03/01/2023,SF_6-1,09/02/2023,19:00:00,22:00:00,N,Y,N,Y,N,N
10948,16/02/2023,SF_6-1,21/02/2023,19:00:00,22:00:00,N,Y,N,Y,N,N
10948,28/02/2023,SF_6-1,28/02/2023,19:00:00,22:00:00,N,Y,N,N,N,N
10948,07/03/2023,SF_6-1,09/03/2023,19:00:00,22:00:00,N,Y,N,Y,N,N
10948,02/03/2023,SF_6-1,02/03/2023,19:00:00,22:00:00,N,N,N,Y,N,N
10948,14/02/2023,,16/03/2023,19:00:00,22:00:00,N,Y,N,Y,N,N
11609,04/03/2023,,04/03/2023,9:00:00,13:00:00,N,N,N,N,N,Y
11609,03/03/2023,,03/03/2023,16:00:00,20:00:00,N,N,N,N,Y,N
11609,17/03/2023,,17/03/2023,16:00:00,20:00:00,N,N,N,N,Y,N
11609,10/03/2023,,10/03/2023,9:00:00,13:00:00,N,N,N,N,Y,N
11609,10/03/2023,,10/03/2023,16:00:00,20:00:00,N,N,N,N,Y,N
11609,31/03/2023,,31/03/2023,16:00:00,20:00:00,N,N,N,N,Y,N
11599,22/04/2023,,22/04/2023,9:00:00,13:00:00,N,N,N,N,N,Y
11599,20/04/2023,,21/04/2023,16:00:00,20:00:00,N,N,N,Y,Y,N
11599,29/04/2023,,29/04/2023,9:00:00,13:00:00,N,N,N,N,N,Y
11599,27/04/2023,,28/04/2023,16:00:00,20:00:00,N,N,N,Y,Y,N
11614,06/01/2023,,06/01/2023,16:00:00,20:00:00,N,N,N,N,Y,N
11614,09/12/2022,,24/02/2023,9:00:00,13:00:00,N,N,N,N,N,Y
11614,14/01/2023,,14/01/2023,9:00:00,13:00:00,N,N,N,N,N,Y
11614,13/01/2023,,13/01/2023,16:00:00,20:00:00,N,N,N,N,Y,N
11614,20/01/2023,,20/01/2023,16:00:00,21:00:00,N,N,N,N,Y,N
11614,11/02/2023,,11/02/2023,9:00:00,13:00:00,N,N,N,N,N,Y
11614,10/02/2023,,10/02/2023,16:00:00,20:00:00,N,N,N,N,Y,N
11614,06/01/2023,,06/01/2023,16:00:00,20:00:00,N,N,N,N,Y,N
11614,09/12/2022,,24/02/2023,9:00:00,13:00:00,N,N,N,N,N,Y
11614,24/02/2023,,24/02/2023,16:00:00,21:00:00,N,N,N,N,Y,N
11614,14/01/2023,,14/01/2023,9:00:00,13:00:00,N,N,N,N,N,Y
11614,13/01/2023,,13/01/2023,16:00:00,20:00:00,N,N,N,N,Y,N
11614,20/01/2023,,20/01/2023,16:00:00,21:00:00,N,N,N,N,Y,N
11614,27/01/2023,,27/01/2023,16:00:00,20:00:00,N,N,N,N,Y,N
11614,28/01/2023,,28/01/2023,9:00:00,13:00:00,N,N,N,N,N,Y
11608,13/05/2023,,13/05/2023,9:00:00,13:00:00,N,N,N,N,N,Y
11608,12/05/2023,,12/05/2023,16:00:00,21:00:00,N,N,N,N,Y,N
11608,20/05/2023,,20/05/2023,9:00:00,13:00:00,N,N,N,N,N,Y
11608,19/05/2023,,19/05/2023,16:00:00,20:00:00,N,N,N,N,Y,N
11608,12/05/2023,,12/05/2023,16:00:00,21:00:00,N,N,N,N,Y,N
11608,19/05/2023,,19/05/2023,16:00:00,20:00:00,N,N,N,N,Y,N
11608,13/05/2023,,13/05/2023,9:00:00,13:00:00,N,N,N,N,N,Y
11608,20/05/2023,,20/05/2023,9:00:00,13:00:00,N,N,N,N,N,Y
11608,26/05/2023,,26/05/2023,16:00:00,21:00:00,N,N,N,N,Y,N
11608,27/05/2023,,27/05/2023,9:00:00,14:00:00,N,N,N,N,N,Y
1582,12/01/2023,,11/05/2023,19:00:00,22:00:00,N,N,N,Y,N,N
1136,12/01/2023,R 08,11/05/2023,19:00:00,22:00:00,N,N,N,Y,N,N
1583,12/01/2023,,11/05/2023,19:00:00,22:00:00,N,N,N,Y,N,N
1585,12/01/2023,,11/05/2023,19:00:00,22:00:00,N,N,N,N,Y,N
1586,12/01/2023,,11/05/2023,19:00:00,22:00:00,N,N,N,Y,N,N
1137,12/01/2023,R 11,11/05/2023,19:00:00,22:00:00,N,N,N,Y,N,N
1140,14/01/2023,R 11,13/05/2023,9:00:00,12:00:00,N,N,N,N,N,Y
