No. de clase,Fecha de inicio del módulo,salon,Fecha de fin del módulo,Hora de inicio,Hora de fin,Lu,Ma,Mi,Ju,Vi,Sa
1529,20/01/2023,,10/03/2023,19:00:00,22:00:00,N,N,N,N,Y,N
1622,31/03/2023,CDC_C,02/06/2023,19:00:00,22:00:00,N,N,N,N,Y,N
1526,20/01/2023,,10/03/2023,19:00:00,22:00:00,N,N,N,N,Y,N
1614,30/03/2023,V_LAB_COM2,01/06/2023,19:00:00,22:00:00,N,N,N,Y,N,N
1509,19/01/2023,V_LAB_COM1,09/03/2023,19:00:00,22:00:00,N,N,N,Y,N,N
1619,31/03/2023,V_LAB_COM1,02/06/2023,19:00:00,22:00:00,N,N,N,N,Y,N
5587,23/02/2023,,15/06/2023,20:00:00,21:00:00,N,N,N,Y,N,N
5585,22/09/2022,,12/01/2023,20:00:00,21:00:00,N,N,N,Y,N,N
5583,23/02/2023,,15/06/2023,20:00:00,21:00:00,N,N,N,Y,N,N
5582,22/09/2022,,12/01/2023,20:00:00,21:00:00,N,N,N,Y,N,N
11691,04/01/2023,R 44,11/01/2023,19:00:00,22:00:00,Y,N,Y,N,N,N
11688,16/01/2023,R 44,25/01/2023,19:00:00,22:00:00,Y,N,Y,N,N,N
11539,03/01/2023,R 14,11/02/2023,19:00:00,22:00:00,N,Y,N,Y,N,N
1366,06/02/2023,,03/03/2023,9:00:00,11:00:00,Y,Y,Y,Y,Y,N
1366,06/02/2023,,03/03/2023,11:30:00,13:30:00,Y,Y,Y,Y,Y,N
1363,01/05/2023,,19/05/2023,11:30:00,13:30:00,Y,Y,Y,Y,Y,N
1363,01/05/2023,,19/05/2023,9:00:00,11:00:00,Y,Y,Y,Y,Y,N
1364,17/04/2023,,28/04/2023,9:00:00,11:00:00,Y,Y,Y,Y,Y,N
1364,17/04/2023,,28/04/2023,11:30:00,13:30:00,Y,Y,Y,Y,Y,N
1180,22/05/2023,,23/06/2023,9:00:00,11:00:00,Y,Y,Y,Y,Y,N
1180,22/05/2023,,23/06/2023,11:30:00,13:30:00,Y,Y,Y,Y,Y,N
1179,06/03/2023,,14/04/2023,11:30:00,13:30:00,Y,Y,Y,Y,Y,N
1179,06/03/2023,,14/04/2023,9:00:00,11:00:00,Y,Y,Y,Y,Y,N
1189,06/02/2023,D 02,03/03/2023,9:00:00,11:00:00,Y,Y,Y,Y,Y,N
1189,06/02/2023,D 02,03/03/2023,11:30:00,13:30:00,Y,Y,Y,Y,Y,N
1187,01/05/2023,D 02,19/05/2023,9:00:00,11:00:00,Y,Y,Y,Y,Y,N
1187,01/05/2023,D 02,19/05/2023,11:30:00,13:30:00,Y,Y,Y,Y,Y,N
1188,17/04/2023,D 02,28/04/2023,11:30:00,13:30:00,Y,Y,Y,Y,Y,N
1188,17/04/2023,D 02,28/04/2023,9:00:00,11:00:00,Y,Y,Y,Y,Y,N
1185,22/05/2023,D 02,23/06/2023,11:30:00,13:30:00,Y,Y,Y,Y,Y,N
1185,22/05/2023,D 02,23/06/2023,9:00:00,11:00:00,Y,Y,Y,Y,Y,N
1183,06/03/2023,D 02,14/04/2023,9:00:00,11:00:00,Y,Y,Y,Y,Y,N
1183,06/03/2023,D 02,14/04/2023,11:30:00,13:30:00,Y,Y,Y,Y,Y,N
10826,01/03/2022,,28/02/2023,18:00:00,22:00:00,Y,N,Y,N,Y,N
1080,23/03/2023,JUICIORAL,30/03/2023,19:00:00,22:00:00,N,Y,N,Y,N,N
1068,30/05/2023,R 10,06/06/2023,19:00:00,22:00:00,N,Y,N,Y,N,N
1067,24/05/2023,R 10,24/05/2023,19:00:00,22:00:00,N,N,Y,N,N,N
1067,11/05/2023,R 10,23/05/2023,19:00:00,22:00:00,N,Y,N,Y,N,N
1066,20/04/2023,R 10,09/05/2023,19:00:00,22:00:00,N,Y,N,Y,N,N
1065,19/04/2023,R 10,19/04/2023,19:00:00,22:00:00,N,N,Y,N,N,N
1065,11/04/2023,R 10,18/04/2023,19:00:00,22:00:00,N,Y,N,Y,N,N
1064,01/04/2023,R 10,01/04/2023,9:00:00,12:00:00,N,N,N,N,N,Y
1064,11/03/2023,R 10,11/03/2023,9:00:00,12:00:00,N,N,N,N,N,Y
1064,09/03/2023,R 10,21/03/2023,19:00:00,22:00:00,N,Y,N,Y,N,N
1064,22/03/2023,R 10,22/03/2023,19:00:00,22:00:00,N,N,Y,N,N,N
1063,21/02/2023,R 10,07/03/2023,19:00:00,22:00:00,N,Y,N,Y,N,N
1141,03/03/2023,JEREZ 01,08/03/2023,7:00:00,9:30:00,Y,N,Y,N,Y,N
1141,10/03/2023,JEREZ 01,15/03/2023,7:00:00,9:30:00,Y,N,Y,N,Y,N
1141,03/03/2023,JEREZ 01,08/03/2023,7:00:00,9:30:00,Y,N,Y,N,Y,N
1141,10/03/2023,JEREZ 01,15/03/2023,7:00:00,9:30:00,Y,N,Y,N,Y,N
1140,24/02/2023,JEREZ 01,01/03/2023,7:00:00,9:30:00,Y,N,Y,N,Y,N
1140,24/02/2023,,01/03/2023,9:00:00,12:00:00,N,N,N,N,N,Y
1140,24/02/2023,JEREZ 01,01/03/2023,7:00:00,9:30:00,Y,N,Y,N,Y,N
1140,24/02/2023,,01/03/2023,9:00:00,12:00:00,N,N,N,N,N,Y
1139,20/02/2023,JEREZ 01,22/02/2023,7:00:00,9:30:00,Y,N,Y,N,N,N
1139,13/02/2023,JEREZ 01,17/02/2023,7:00:00,9:30:00,Y,N,Y,N,Y,N
1139,18/02/2023,,18/02/2023,9:00:00,12:00:00,N,N,N,N,N,Y
1139,20/02/2023,JEREZ 01,22/02/2023,7:00:00,9:30:00,Y,N,Y,N,N,N
1139,13/02/2023,JEREZ 01,17/02/2023,7:00:00,9:30:00,Y,N,Y,N,Y,N
1139,18/02/2023,,18/02/2023,9:00:00,12:00:00,N,N,N,N,N,Y
1138,08/02/2023,JEREZ 01,10/02/2023,7:00:00,9:30:00,N,N,Y,N,Y,N
1138,30/01/2023,JEREZ 01,03/02/2023,7:00:00,9:30:00,Y,N,Y,N,Y,N
1138,04/02/2023,,04/02/2023,9:00:00,12:00:00,N,N,N,N,N,Y
1138,08/02/2023,JEREZ 01,10/02/2023,7:00:00,9:30:00,N,N,Y,N,Y,N
1138,30/01/2023,JEREZ 01,03/02/2023,7:00:00,9:30:00,Y,N,Y,N,Y,N
1138,04/02/2023,,04/02/2023,9:00:00,12:00:00,N,N,N,N,N,Y
1137,20/01/2023,JEREZ 01,27/01/2023,7:00:00,9:30:00,Y,N,Y,N,Y,N
1137,28/01/2023,,28/01/2023,9:00:00,12:00:00,N,N,N,N,N,Y
1137,20/01/2023,JEREZ 01,27/01/2023,7:00:00,9:30:00,Y,N,Y,N,Y,N
1137,28/01/2023,,28/01/2023,9:00:00,12:00:00,N,N,N,N,N,Y
1136,09/01/2023,JEREZ 01,13/01/2023,7:00:00,9:30:00,Y,N,Y,N,Y,N
1136,16/01/2023,JEREZ 01,18/01/2023,7:00:00,9:30:00,Y,N,Y,N,N,N
1136,14/01/2023,,14/01/2023,9:00:00,12:00:00,N,N,N,N,N,Y
1243,23/05/2023,R 03,13/06/2023,19:00:00,22:00:00,N,Y,N,Y,N,N
1153,15/02/2023,JEREZ 02,20/02/2023,7:00:00,9:30:00,Y,N,Y,N,Y,N
1153,25/02/2023,,25/02/2023,9:00:00,12:00:00,N,N,N,N,N,Y
1153,08/02/2023,JEREZ 02,13/02/2023,7:00:00,9:30:00,Y,N,Y,N,Y,N
1153,15/02/2023,JEREZ 02,20/02/2023,7:00:00,9:30:00,Y,N,Y,N,Y,N
1153,25/02/2023,,25/02/2023,9:00:00,12:00:00,N,N,N,N,N,Y
1152,23/01/2023,JEREZ 02,27/01/2023,7:00:00,9:30:00,Y,N,Y,N,Y,N
1152,30/01/2023,JEREZ 02,03/02/2023,7:00:00,9:30:00,Y,N,Y,N,Y,N
1152,23/01/2023,JEREZ 02,27/01/2023,7:00:00,9:30:00,Y,N,Y,N,Y,N
1152,04/02/2023,,04/02/2023,9:00:00,12:00:00,N,N,N,N,N,Y
1152,30/01/2023,JEREZ 02,03/02/2023,7:00:00,9:30:00,Y,N,Y,N,Y,N
1152,04/02/2023,,04/02/2023,9:00:00,12:00:00,N,N,N,N,N,Y
1151,16/01/2023,JEREZ 02,21/01/2023,9:00:00,12:00:00,Y,N,Y,N,Y,N
1151,21/01/2023,,21/01/2023,7:00:00,9:30:00,N,N,N,N,N,Y
1151,09/01/2023,JEREZ 02,13/01/2023,7:00:00,9:30:00,Y,N,Y,N,Y,N
1151,16/01/2023,JEREZ 02,21/01/2023,9:00:00,12:00:00,Y,N,Y,N,Y,N
1151,21/01/2023,,21/01/2023,7:00:00,9:30:00,N,N,N,N,N,Y
1151,09/01/2023,JEREZ 02,13/01/2023,7:00:00,9:30:00,Y,N,Y,N,Y,N
1242,09/05/2023,AULA MAGNA,18/05/2023,19:00:00,22:00:00,N,Y,N,Y,N,N
1241,18/04/2023,AULA MAGNA,02/05/2023,19:00:00,22:00:00,N,Y,N,Y,N,N
1240,28/03/2023,AULA MAGNA,13/04/2023,19:00:00,22:00:00,N,Y,N,Y,N,N
1239,15/03/2023,AULA MAGNA,23/03/2023,19:00:00,22:00:00,N,Y,N,Y,N,N
1237,07/03/2023,AULA MAGNA,14/03/2023,19:00:00,22:00:00,N,Y,N,Y,N,N
1236,16/02/2023,AULA MAGNA,02/03/2023,19:00:00,22:00:00,N,Y,N,Y,N,N
