nombre_modulo,programa,no_clase,salon,fecha_inicio,fecha_fin,dia,hora_inicio,hora_fin
Gobierno y Protección de Datos,Maestría en Ciencia de Datos,1857,,2023-01-19,2023-03-23,Jueves,19:00:00 ,22:00:00 
Liderazgo,Maestría en Ciencia de Datos,1516,P 03,2023-01-19,2023-03-09,Jueves,19:00:00 ,22:00:00 
Liderazgo,Especialidad en Ingeniería y Gestión Ambiental,1511,P 03,2023-01-19,2023-03-09,Jueves,19:00:00 ,22:00:00 
Liderazgo,Especialidad en Dirección de Operaciones,1510,P 03,2023-01-19,2023-03-09,Jueves,19:00:00 ,22:00:00 
Liderazgo,Especialidad en Ingeniería y Gestión de Proyectos,1512,P 03,2023-01-19,2023-03-09,Jueves,19:00:00 ,22:00:00 
Liderazgo,Especialidad en Logística Internacional,1513,P 03,2023-01-19,2023-03-09,Jueves,19:00:00 ,22:00:00 
Liderazgo,Especialidad en Robótica y Manufactura,1514,P 03,2023-01-19,2023-03-09,Jueves,19:00:00 ,22:00:00 
Liderazgo,Especialidad en Simuladores Gráficos,1515,P 03,2023-01-19,2023-03-09,Jueves,19:00:00 ,22:00:00 
Proyecto de Aplicación de Cien,Maestría en Ciencia de Datos,1798,R 33,2023-01-19,2023-02-23,Jueves,19:00:00 ,22:00:00 
Seminario de Investigación I,Maestría en Dirección de Operaciones,1509,V_LAB_COM1,2023-01-19,2023-03-09,Jueves,19:00:00 ,22:00:00 
Administración de los Sistemas,Maestría en Ingeniería y Gestión de la Cadena de Suministro,1519,,2023-01-20,2023-03-24,Viernes,19:00:00 ,22:00:00 
Administración de los Sistemas,Especialidad en Dirección de Operaciones,1517,,2023-01-20,2023-03-24,Viernes,19:00:00 ,22:00:00 
Ingeniería de Proyectos,Maestría en Ingeniería,1521,CDC_A,2023-01-20,2023-03-24,Viernes,19:00:00 ,22:00:00 
Ingeniería de Proyectos,Maestría en Ingeniería,1523,CDC_B,2023-01-20,2023-03-24,Viernes,19:00:00 ,22:00:00 
Ingeniería de Proyectos,Especialidad en Ingeniería y Gestión de Proyectos,1520,CDC_A,2023-01-20,2023-03-24,Viernes,19:00:00 ,22:00:00 
Ingeniería de Proyectos,Especialidad en Ingeniería y Gestión de Proyectos,1522,CDC_B,2023-01-20,2023-03-24,Viernes,19:00:00 ,22:00:00 
Proyecto de Aplicación de Cien,Maestría en Ciencia de Datos,1801,,2023-01-20,2023-02-24,Viernes,19:00:00 ,22:00:00 
Seminario de Actualización en,Maestría en Ingeniería,1518,,2023-01-20,2023-03-24,Viernes,19:00:00 ,22:00:00 
Seminario de Investigación I,Maestría en Ingeniería y Gestión de la Cadena de Suministro,1525,,2023-01-20,2023-03-10,Viernes,19:00:00 ,22:00:00 
Seminario de Investigación I,Maestría en Ingeniería,1524,,2023-01-20,2023-03-10,Viernes,19:00:00 ,22:00:00 
Seminario de Investigación II,Maestría en Ingeniería y Gestión de la Cadena de Suministro,1527,,2023-01-20,2023-03-10,Viernes,19:00:00 ,22:00:00 
Seminario de Investigación II,Maestría en Ingeniería,1528,,2023-01-20,2023-03-10,Viernes,19:00:00 ,22:00:00 
Seminario de Investigación II,Maestría en Dirección de Operaciones,1526,,2023-01-20,2023-03-10,Viernes,19:00:00 ,22:00:00 
Seminario de Tesis,Maestría en Dirección de Operaciones,1529,,2023-01-20,2023-03-10,Viernes,19:00:00 ,22:00:00 
Cómputo en la Nube,Maestría en Ciencia de Datos,1803,,2023-02-17,2023-03-27,Lunes,19:00:00 ,22:00:00 
Análisis de Grandes Volúmenes,Especialidad en Simuladores Gráficos,1465,,2023-02-21,2023-02-28,Martes,13:00:00 ,17:00:00 
Análisis de Grandes Volúmenes,Especialidad en Simuladores Gráficos,1465,,2023-02-21,2023-02-28,Martes,13:00:00 ,17:00:00 
Análisis de Grandes Volúmenes,Especialidad en Logística Internacional,1463,SF_6-4,2023-02-21,2023-02-21,Martes,16:00:00 ,22:00:00 
Aprendizaje Automático,Especialidad en Ingeniería y Gestión Ambiental,1467,SF_6-4,2023-02-21,2023-02-21,Martes,13:00:00 ,15:00:00 
Aprendizaje Automático,Especialidad en Ingeniería y Gestión Ambiental,1467,SF_6-4,2023-02-21,2023-02-21,Martes,13:00:00 ,15:00:00 
Análisis de Grandes Volúmenes,Especialidad en Logística Internacional,1463,SF_6-4,2023-02-28,2023-02-28,Martes,19:00:00 ,22:00:00 
Aprendizaje Automático,Especialidad en Ingeniería y Gestión Ambiental,1467,SF_6-2,2023-02-28,2023-02-28,Martes,17:00:00 ,22:00:00 
Aprendizaje Automático,Especialidad en Ingeniería y Gestión Ambiental,1467,SF_6-2,2023-02-28,2023-02-28,Martes,17:00:00 ,22:00:00 
Análisis de Grandes Volúmenes,Especialidad en Simuladores Gráficos,1465,SF_6-4,2023-03-02,2023-03-02,Jueves,13:00:00 ,16:00:00 
Análisis de Grandes Volúmenes,Especialidad en Simuladores Gráficos,1465,SF_6-4,2023-03-02,2023-03-02,Jueves,13:00:00 ,16:00:00 
Análisis de Grandes Volúmenes,Especialidad en Logística Internacional,1463,SF_6-4,2023-03-02,2023-03-02,Jueves,19:00:00 ,22:00:00 
Aprendizaje Automático,Especialidad en Ingeniería y Gestión Ambiental,1467,SF_6-2,2023-03-02,2023-03-02,Jueves,17:00:00 ,22:00:00 
Aprendizaje Automático,Especialidad en Ingeniería y Gestión Ambiental,1467,SF_6-2,2023-03-02,2023-03-02,Jueves,17:00:00 ,22:00:00 
Cómputo en la Nube,Maestría en Ciencia de Datos,1803,,2023-03-14,2023-03-14,Martes,19:00:00 ,22:00:00 
Visualización de Datos y Narra,Maestría en Ciencia de Datos,1795,BUSNS_LAB,2023-03-16,2023-06-01,Jueves,19:00:00 ,22:00:00 
Administración de los Sistemas,Maestría en Ingeniería y Gestión de la Cadena de Suministro,1430,R_31,2023-03-21,2023-03-21,Martes,19:00:00 ,22:00:00 
Administración de los Sistemas,Maestría en Ingeniería,1429,R_31,2023-03-21,2023-03-21,Martes,19:00:00 ,22:00:00 
Administración de los Sistemas,Especialidad en Dirección de Operaciones,1428,R_31,2023-03-21,2023-03-21,Martes,19:00:00 ,22:00:00 
Comercio electrónico y estánda,Maestría en Ingeniería y Gestión de la Cadena de Suministro,1433,NR 02,2023-03-21,2023-03-27,Martes,19:00:00 ,22:00:00 
Comercio electrónico y estánda,Maestría en Ingeniería,1432,NR 02,2023-03-21,2023-03-27,Martes,19:00:00 ,22:00:00 
Comercio electrónico y estánda,Especialidad en Logística Internacional,1431,NR 02,2023-03-21,2023-03-27,Martes,19:00:00 ,22:00:00 
Fundamentos de Ciencia de Dato,Maestría en Ciencia de Datos,1689,R 33,2023-03-21,2023-03-21,Martes,19:00:00 ,22:00:00 
Gobierno y Protección de Datos,Maestría en Ciencia de Datos,1797,BUSNS_LAB,2023-03-21,2023-03-21,Martes,19:00:00 ,22:00:00 
Ingeniería de Proyectos,Maestría en Ingeniería,1435,V_LAB_COM1,2023-03-21,2023-03-27,Martes,19:00:00 ,22:00:00 
Ingeniería de Proyectos,Especialidad en Ingeniería y Gestión de Proyectos,1434,V_LAB_COM1,2023-03-21,2023-03-27,Martes,19:00:00 ,22:00:00 
Materiales y Procesos para la,Especialidad en Ingeniería y Gestión Ambiental,1436,NR 01,2023-03-21,2023-03-27,Martes,19:00:00 ,22:00:00 
Materiales y Procesos para la,Maestría en Ingeniería,1437,NR 01,2023-03-21,2023-03-27,Martes,19:00:00 ,22:00:00 
Procesadores Gráficos y Aplica,Maestría en Ingeniería,1438,V_LAB_ADIG,2023-03-21,2023-03-27,Martes,19:00:00 ,22:00:00 
Procesadores Gráficos y Aplica,Especialidad en Simuladores Gráficos,1439,V_LAB_ADIG,2023-03-21,2023-03-27,Martes,19:00:00 ,22:00:00 
Proyecto de Aplicación de Cien,Maestría en Ciencia de Datos,1855,,2023-03-21,2023-03-28,Martes,19:00:00 ,22:00:00 
Selección de Materiales para,Especialidad en Robótica y Manufactura,1441,V_LAB_COM2,2023-03-21,2023-03-27,Martes,19:00:00 ,22:00:00 
Selección de Materiales para,Maestría en Ingeniería,1440,V_LAB_COM2,2023-03-21,2023-03-27,Martes,19:00:00 ,22:00:00 
Proyecto de Aplicación de Cien,Maestría en Ciencia de Datos,1856,,2023-03-22,2023-03-29,Miercoles,19:00:00 ,22:00:00 
Proyecto de Aplicación de Cien,Maestría en Ciencia de Datos,1798,R 33,2023-03-23,2023-03-30,Jueves,19:00:00 ,22:00:00 
Proyecto de Aplicación de Cien,Maestría en Ciencia de Datos,1801,,2023-03-24,2023-03-31,Viernes,19:00:00 ,22:00:00 
Análisis de Grandes Volúmenes,Especialidad en Ingeniería y Gestión Ambiental,1531,V_LAB_COM1,2023-03-25,2023-05-20,Sábado,11:00:00 ,14:00:00 
Análisis de Grandes Volúmenes,Especialidad en Dirección de Operaciones,1530,V_LAB_COM1,2023-03-25,2023-05-20,Sábado,11:00:00 ,14:00:00 
Análisis de Grandes Volúmenes,Especialidad en Ingeniería y Gestión de Proyectos,1532,V_LAB_COM1,2023-03-25,2023-05-20,Sábado,11:00:00 ,14:00:00 
Análisis de Grandes Volúmenes,Especialidad en Logística Internacional,1533,V_LAB_COM1,2023-03-25,2023-05-20,Sábado,11:00:00 ,14:00:00 
